"","sa2_area","total_pop","male","female","overseas","childcare","employ","oc_positive","oc_negative","sp_male","sp_female","sp_total","student","age0","age10","age20","age30","age40","age50","age60","age70","age80","age90","age100","below_median_inc","above_median_rent","yr12_perc","bach_perc","IRSD","IRSAD","major_cities","inner_regional","outer_regional","remote","very_remote","SA2_MAINCODE_2016","SA2_5DIGIT","GCC_NAME","time_to_orange","time_to_nowra","time_to_canberra","time_to_port","time_to_rpa","time_to_westmead","shortest_time"
"207","Tamworth - West",5563,48.8944813949308,51.0875426927917,17.6163940319971,21.9126370663311,4.38612259572173,63.2530120481928,6.07043558850788,1.36616933309365,6.86679849002337,8.23296782311702,24.5730720834082,1061,826,866,740,610,604,478,270,91,16,0,0.709453197405005,0.0375347544022243,0.188387560668704,0.0406255617472587,"1","1",0,1,0,0,0,110041204,11204,"Rest of NSW",20242.7523997843s (~5.62 hours),27251.7523997843s (~7.57 hours),31098.7523997843s (~8.64 hours),14359.7117202948s (~3.99 hours),19948.5523997843s (~5.54 hours),19347.0523997843s (~5.37 hours),14359.7117202948s (~3.99 hours)
"208","Tamworth Region",18472,49.7130792550888,50.3139887397142,14.687093980078,21.8871805976613,2.17626678215678,73.5895765472313,2.4885993485342,0.752490255521871,2.90710264183629,3.65959289735816,21.9088349935037,2331,2432,1395,1892,2478,2739,2675,1720,681,128,4,0.643257328990228,0.0161563517915309,0.264562581203984,0.0910025985275011,"5","4",0,0.405472312703583,0.594527687296417,0,0,110041205,11205,"Rest of NSW",21167.7853657217s (~5.88 hours),28601.9563135685s (~7.94 hours),32317.9862096949s (~8.98 hours),14864.0941408786s (~4.13 hours),21298.7563135685s (~5.92 hours),20697.2563135685s (~5.75 hours),14864.0941408786s (~4.13 hours)
"209","Belmont - Bennetts Green",17724,49.0126382306477,51.0099300383661,12.480252764613,25.8745204242835,3.17084179643421,72.032967032967,2.85714285714286,0.874520424283457,3.59963890769578,4.47415933197924,22.8672985781991,2135,2244,1856,1889,2341,2310,2319,1521,913,200,0,0.659340659340659,0.0733516483516484,0.292259083728278,0.113800496501918,"5","5",1,0,0,0,0,111011206,11206,"Rest of NSW",18681.8046139094s (~5.19 hours),14611.3046139094s (~4.06 hours),18839.7046139094s (~5.23 hours),11299.8306221445s (~3.14 hours),7308.10461390941s (~2.03 hours),6706.60461390941s (~1.86 hours),6706.60461390941s (~1.86 hours)
"210","Belmont South - Blacksmiths",5604,49.1256245538901,50.8386866523912,12.1877230549607,23.6259814418273,3.69379014989293,66.0680168131448,3.82116927779901,0.963597430406852,4.85367594575303,5.81727337615989,19.4503925767309,532,669,551,508,743,885,853,532,293,34,0,0.703859380970577,0.0607565915170042,0.246074232690935,0.0813704496788009,"3","2",1,0,0,0,0,111011207,11207,"Rest of NSW",18272.6010528194s (~5.08 hours),14202.1010528194s (~3.95 hours),18430.5010528194s (~5.12 hours),11694.7561563169s (~3.25 hours),6898.90105281942s (~1.92 hours),6297.40105281942s (~1.75 hours),6297.40105281942s (~1.75 hours)
"211","Charlestown - Dudley",23965,48.7210515334863,51.2580847068642,14.7548508241185,25.5038597955352,2.96265387022741,72.1463022508039,2.83360128617363,0.980596703525975,4.22699770498644,5.20759440851241,23.2464010014605,3206,2762,2951,3337,3084,3004,2492,1846,1098,182,5,0.616459003215434,0.0852090032154341,0.362737325266013,0.163905695806384,"6","6",1,0,0,0,0,111011208,11208,"Rest of NSW",19192.2874671341s (~5.33 hours),15121.7874671341s (~4.2 hours),19350.1874671341s (~5.38 hours),11002.2704269438s (~3.06 hours),7818.58746713409s (~2.17 hours),7217.08746713409s (~2 hours),7217.08746713409s (~2 hours)
"212","Glendale - Cardiff - Hillsborough",23387,49.1042031898063,50.917176209005,13.6956428785223,26.5916962415017,3.30953093599008,72.8641085435658,3.43438626245495,0.957797066746483,4.1091204515329,5.06691751827939,24.402445803224,3108,2847,2879,3161,3064,3046,2695,1595,798,198,0,0.64627941488234,0.0688997244011024,0.344849702826357,0.142130243297558,"5","5",1,0,0,0,0,111011209,11209,"Rest of NSW",18868.0177643686s (~5.24 hours),14797.5177643686s (~4.11 hours),19025.9177643686s (~5.28 hours),10768.8091967304s (~2.99 hours),7494.31776436855s (~2.08 hours),6892.81776436855s (~1.91 hours),6892.81776436855s (~1.91 hours)
"213","Mount Hutton - Windale",8901,47.4665767891248,52.5671272890687,15.1106617234019,22.6603752387372,3.66250983035614,65.2958344388432,3.66144866012205,1.25828558588923,5.74092798561959,6.99921357150882,22.278395685878,1160,1133,1044,1009,1104,1253,961,723,409,105,0,0.722738126824091,0.0432475457681082,0.23154701718908,0.0690933602965959,"1","1",1,0,0,0,0,111011210,11210,"Rest of NSW",18981.8369249803s (~5.27 hours),14911.3369249803s (~4.14 hours),19139.7369249803s (~5.32 hours),11050.1397930492s (~3.07 hours),7608.13692498032s (~2.11 hours),7006.63692498032s (~1.95 hours),7006.63692498032s (~1.95 hours)
"214","Redhead",3517,48.4788171737276,51.6349161216946,16.235427921524,25.447824850725,2.41683252772249,74.4651483781919,1.72532781228433,0.824566391811203,2.84333238555587,3.66789877736707,23.0594256468581,437,433,280,297,507,496,459,334,214,63,0,0.616977225672878,0.0717736369910283,0.352004549331817,0.170315609894797,"6","7",1,0,0,0,0,111011211,11211,"Rest of NSW",19023.0456602693s (~5.28 hours),14952.5456602693s (~4.15 hours),19180.9456602693s (~5.33 hours),11369.5778859926s (~3.16 hours),7649.34566026926s (~2.12 hours),7047.84566026926s (~1.96 hours),7047.84566026926s (~1.96 hours)
"215","Swansea - Caves Beach",11546,49.0213060800277,50.9700329118309,14.9055950112593,23.8870604538368,3.18725099601594,72.1324717285945,2.54442649434572,0.909405854841504,3.90611467174779,4.8155205265893,19.7904036029794,1256,1260,1024,1065,1390,1717,1725,1315,657,143,0,0.661752827140549,0.0658319870759289,0.278104971418673,0.114758357872856,"4","4",0.858642972536349,0.140953150242326,0,0,0,111011212,11212,"Rest of NSW",18050.1522504553s (~5.01 hours),13979.6522504553s (~3.88 hours),18208.0522504553s (~5.06 hours),12070.6758737317s (~3.35 hours),6676.4522504553s (~1.85 hours),6074.9522504553s (~1.69 hours),6074.9522504553s (~1.69 hours)
"216","Valentine - Eleebana",11994,49.0745372686343,50.9588127397032,14.9074537268634,28.2974820743705,2.7263631815908,84.1131664853101,1.19695321001088,0.500250125062531,2.46790061697515,2.96815074203769,25.9963314990829,1426,1650,933,1104,1769,1804,1683,1103,447,81,0,0.543634385201306,0.0642002176278564,0.40120060030015,0.202351175587794,"9","9",1,0,0,0,0,111011213,11213,"Rest of NSW",18954.2357964971s (~5.27 hours),14883.7357964971s (~4.13 hours),19112.1357964971s (~5.31 hours),11309.8642535446s (~3.14 hours),7580.53579649708s (~2.11 hours),6979.03579649708s (~1.94 hours),6979.03579649708s (~1.94 hours)
"217","Warners Bay - Boolaroo",13371,48.0741904120859,51.8958940991699,15.6532794854536,25.9666442300501,3.02146436317403,75.0397456279809,2.17276099629041,0.979732256375738,3.95632338643333,4.93605564280906,22.5712362575724,1481,1656,1400,1440,1836,1834,1717,1283,625,96,0,0.626744391450274,0.0895601483836778,0.343504599506394,0.150175753496373,"6","6",1,0,0,0,0,111011214,11214,"Rest of NSW",18874.4979243162s (~5.24 hours),14803.9979243162s (~4.11 hours),19032.3979243162s (~5.29 hours),11047.3614162608s (~3.07 hours),7500.79792431622s (~2.08 hours),6899.29792431622s (~1.92 hours),6899.29792431622s (~1.92 hours)
"218","Bolton Point - Teralba",8523,48.6448433650123,51.3199577613516,14.3494074856271,23.2429895576675,4.49372286753491,66.9113495200452,4.48898927159797,1.20849466150417,5.64355273964566,6.85204740114983,21.1310571395049,964,1088,956,844,1060,1250,1045,759,442,117,0,0.70609824957651,0.0460191981931112,0.261292971958231,0.0891704798779772,"2","2",1,0,0,0,0,111021215,11215,"Rest of NSW",18459.0391559892s (~5.13 hours),14388.5391559892s (~4 hours),18616.9391559892s (~5.17 hours),11252.824180087s (~3.13 hours),7085.33915598919s (~1.97 hours),6483.83915598919s (~1.8 hours),6483.83915598919s (~1.8 hours)
"219","Bonnells Bay - Silverwater",8719,49.0423213671293,50.9118018121344,16.6074091065489,24.9225828650075,3.38341552930382,75.7322175732218,2.42677824267782,0.91753641472646,4.3468287647666,5.26436517949306,22.1011583897236,1060,1084,921,916,1052,1141,1179,946,373,43,0,0.681450488145049,0.0898186889818689,0.299116871200826,0.115724280307375,"5","5",1,0,0,0,0,111021216,11216,"Rest of NSW",17615.8444279176s (~4.89 hours),13545.3444279176s (~3.76 hours),17773.7444279176s (~4.94 hours),12351.6444279176s (~3.43 hours),6242.14442791762s (~1.73 hours),5640.64442791762s (~1.57 hours),5640.64442791762s (~1.57 hours)
"220","Edgeworth - Cameron Park",14200,48.4718309859155,51.5140845070423,13.5774647887324,28.7746478873239,2.69014084507042,76.142229019308,2.5425348881667,0.542253521126761,3.56338028169014,4.1056338028169,25.1619718309859,2340,1865,1755,2283,1922,1504,1286,712,422,125,0,0.645956796023705,0.130758937105716,0.28612676056338,0.0906338028169014,"6","5",1,0,0,0,0,111021217,11217,"Rest of NSW",18458.3329857686s (~5.13 hours),14387.8329857686s (~4 hours),18616.2329857686s (~5.17 hours),10744.8993166127s (~2.98 hours),7084.63298576863s (~1.97 hours),6483.13298576863s (~1.8 hours),6483.13298576863s (~1.8 hours)
"221","Morisset - Cooranbong",14963,48.7068101316581,51.2464078059213,20.1096036890998,21.2190068836463,3.02078460201831,70.8692120227457,3.16815597075548,0.868809730668984,3.08761611976208,3.95642585043106,21.0251954821894,1563,1728,1610,1400,1746,1970,1951,1630,1078,284,3,0.67587327376117,0.065800162469537,0.290583439149903,0.117088819087081,"4","4",0.923476848090983,0.0760357432981316,0,0,0,111021218,11218,"Rest of NSW",17393.4548326765s (~4.83 hours),13322.9548326765s (~3.7 hours),17551.3548326765s (~4.88 hours),12111.9852915637s (~3.36 hours),6019.75483267651s (~1.67 hours),5418.25483267651s (~1.51 hours),5418.25483267651s (~1.51 hours)
"222","Toronto - Awaba",13425,48.0297951582868,51.9627560521415,15.731843575419,23.2700186219739,3.38175046554935,72.8966986155485,3.14164004259851,0.908752327746741,4.32029795158287,5.22905027932961,20.364990689013,1360,1588,1368,1233,1638,1817,2018,1409,752,238,3,0.660631877884274,0.053248136315229,0.310614525139665,0.126778398510242,"3","3",1,0,0,0,0,111021219,11219,"Rest of NSW",18249.9963416455s (~5.07 hours),14179.4963416455s (~3.94 hours),18407.8963416455s (~5.11 hours),11536.4105494998s (~3.2 hours),6876.29634164551s (~1.91 hours),6274.79634164551s (~1.74 hours),6274.79634164551s (~1.74 hours)
"223","Wangi Wangi - Rathmines",8897,50.1067775654715,49.8707429470608,14.5442283915927,24.6824772395189,3.24828593908059,77.6155717761557,2.27088402270884,0.955378217376644,3.11340901427447,4.06878723165112,20.4001348769248,912,1025,801,860,1073,1350,1566,935,334,43,0,0.671262503379292,0.0529872938632063,0.324491401596044,0.128695065752501,"6","5",1,0,0,0,0,111021220,11220,"Rest of NSW",18046.3385569335s (~5.01 hours),13975.8385569335s (~3.88 hours),18204.2385569335s (~5.06 hours),12011.1136189402s (~3.34 hours),6672.63855693348s (~1.85 hours),6071.13855693348s (~1.69 hours),6071.13855693348s (~1.69 hours)
"224","West Wallsend - Barnsley - Killingworth",6481,49.6682610708224,50.2700200586329,9.68986267551304,27.7272025921926,3.59512420922697,70.387965162312,3.76088677751386,1.21894769325721,3.82656997376948,5.04551766702669,22.7125443604382,897,884,776,886,846,910,805,328,127,15,0,0.695961995249406,0.0471100554235946,0.218947693257213,0.0620274648973924,"4","3",1,0,0,0,0,111021221,11221,"Rest of NSW",18301.7523816865s (~5.08 hours),14231.2523816865s (~3.95 hours),18459.6523816865s (~5.13 hours),10862.0602743949s (~3.02 hours),6928.05238168645s (~1.92 hours),6326.55238168645s (~1.76 hours),6326.55238168645s (~1.76 hours)
"225","Adamstown - Kotara",15600,49.0961538461538,50.8846153846154,14.9423076923077,26.8012820512821,3.00641025641026,72.6913970007893,2.38358326756117,0.846153846153846,3.33333333333333,4.17948717948718,26.3397435897436,2105,1916,1929,2119,2252,1865,1431,1189,675,122,0,0.590213101815312,0.105288082083662,0.427307692307692,0.205833333333333,"8","7",1,0,0,0,0,111031222,11222,"Rest of NSW",19231.871864993s (~5.34 hours),15161.371864993s (~4.21 hours),19389.771864993s (~5.39 hours),10768.3038491098s (~2.99 hours),7858.17186499296s (~2.18 hours),7256.67186499296s (~2.02 hours),7256.67186499296s (~2.02 hours)
"226","Beresfield - Hexham",8358,49.2462311557789,50.76573342905,14.7523330940416,23.6180904522613,4.91744436468055,67.935086737549,4.92445439283716,1.24431682220627,5.47977985163915,6.72409667384542,20.3996171332855,1074,986,1099,929,1009,1107,1054,776,288,38,0,0.743984331281477,0.0137101287073307,0.217157214644652,0.0460636515912898,"1","1",1,0,0,0,0,111031223,11223,"Rest of NSW",18972.6395806029s (~5.27 hours),14902.1395806029s (~4.14 hours),19130.5395806029s (~5.31 hours),9993.48839509115s (~2.78 hours),7598.93958060288s (~2.11 hours),6997.43958060288s (~1.94 hours),6997.43958060288s (~1.94 hours)
"227","Hamilton - Broadmeadow",11847,49.6243774795307,50.3671815649532,19.60833966405,21.7354604541234,3.87439858191947,61.9772560528247,2.84299339691856,1.06356039503672,3.68869756056386,4.75225795560057,24.487211952393,1237,1177,1959,1565,1567,1641,1317,775,467,136,0,0.567314746881878,0.137380777696258,0.453532539883515,0.237612897780029,"4","5",1,0,0,0,0,111031224,11224,"Rest of NSW",19288.2338389831s (~5.36 hours),15217.7338389831s (~4.23 hours),19446.1338389831s (~5.4 hours),10666.6681864407s (~2.96 hours),7914.53383898305s (~2.2 hours),7313.03383898305s (~2.03 hours),7313.03383898305s (~2.03 hours)
"228","Lambton - New Lambton",16526,48.1060147646133,51.8879341643471,15.1821372382912,25.8743797652184,2.87425874379765,69.2775342853103,3.02559027286866,0.822945661382065,4.03606438339586,4.85901004477793,26.8909596998669,2139,2097,1969,2056,2465,2243,1669,1056,659,158,8,0.587727979640888,0.101795560582497,0.418976158780104,0.213179232724192,"6","7",1,0,0,0,0,111031225,11225,"Rest of NSW",19064.4307935543s (~5.3 hours),14993.9307935543s (~4.16 hours),19222.3307935543s (~5.34 hours),10513.6860869565s (~2.92 hours),7690.73079355427s (~2.14 hours),7089.23079355427s (~1.97 hours),7089.23079355427s (~1.97 hours)
"229","Maryland - Fletcher - Minmi",13570,49.5652173913044,50.4421518054532,16.2785556374355,29.4104642593957,3.24981577008106,77.4778487533484,2.67875540902535,0.766396462785556,3.49299926308032,4.25939572586588,29.0641120117907,2204,2086,1703,2020,2140,1593,1137,520,146,14,0,0.606016896764888,0.121986400164846,0.334561532792926,0.124392041267502,"7","6",1,0,0,0,0,111031226,11226,"Rest of NSW",18819.3166101695s (~5.23 hours),14748.8166101695s (~4.1 hours),18977.2166101695s (~5.27 hours),10646.5912969786s (~2.96 hours),7445.61661016949s (~2.07 hours),6844.11661016949s (~1.9 hours),6844.11661016949s (~1.9 hours)
"230","Mayfield - Warabrook",14873,49.6671821421368,50.3395414509514,19.5051435487124,21.6701405230955,4.35688832111881,61.9560340960072,4.68072379243308,1.03543333557453,4.3703355072951,5.40576884286963,23.0955422577826,1663,1290,2712,2318,1845,1948,1487,852,547,209,3,0.655450874831763,0.119336025123374,0.401869158878505,0.171518859678612,"3","4",1,0,0,0,0,111031227,11227,"Rest of NSW",19245.5359210881s (~5.35 hours),15175.0359210881s (~4.22 hours),19403.4359210881s (~5.39 hours),10301.8567869647s (~2.86 hours),7871.83592108807s (~2.19 hours),7270.33592108807s (~2.02 hours),7270.33592108807s (~2.02 hours)
"231","Merewether - The Junction",13622,49.6256056379386,50.323006900602,15.1666421964469,24.1961532814565,2.253707238291,68.0817882516028,1.29960145555363,0.646013801203935,2.37850535897812,3.02451916018206,26.2296285420643,1563,1570,2078,1689,1900,1936,1446,835,497,104,3,0.462658118177092,0.145555363022007,0.509837028336514,0.287549552194979,"9","9",1,0,0,0,0,111031228,11228,"Rest of NSW",19476.1174334852s (~5.41 hours),15405.6174334852s (~4.28 hours),19634.0174334852s (~5.45 hours),10829.6844186388s (~3.01 hours),8102.41743348523s (~2.25 hours),7500.91743348523s (~2.08 hours),7500.91743348523s (~2.08 hours)
"232","Newcastle - Cooks Hill",10757,50.6832760063215,49.3539090824579,24.3097517895324,17.8395463419169,3.36525053453565,53.9685409510034,2.67582715602965,0.641442781444641,2.30547550432277,2.94691828576741,21.7160918471693,703,746,2582,1714,1304,1457,1271,682,245,50,0,0.422527571867655,0.250768396311698,0.585107371943851,0.35790647950172,"7","8",1,0,0,0,0,111031229,11229,"Rest of NSW",19496.7687383872s (~5.42 hours),15426.2687383872s (~4.29 hours),19654.6687383872s (~5.46 hours),10785.1111761427s (~3 hours),8123.06873838722s (~2.26 hours),7521.56873838722s (~2.09 hours),7521.56873838722s (~2.09 hours)
"233","Newcastle Port - Kooragang",16,43.75,56.25,0,50,0,100,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,0.1875,0,NA,NA,1,0,0,0,0,111031230,11230,"Rest of NSW",19432.5s (~5.4 hours),15362s (~4.27 hours),19590.4s (~5.44 hours),10612.3s (~2.95 hours),8058.8s (~2.24 hours),7457.3s (~2.07 hours),7457.3s (~2.07 hours)
"234","Shortland - Jesmond",11544,50.3031878031878,49.6448371448371,32.8309078309078,16.5627165627166,6.87803187803188,57.1835668487295,7.64663975302778,0.831600831600832,3.36971586971587,4.2013167013167,42.8794178794179,1154,1573,3718,1409,903,884,713,593,450,154,3,0.755165043932558,0.149845642365234,0.484753984753985,0.136607761607762,"1","2",1,0,0,0,0,111031231,11231,"Rest of NSW",18929.4793642522s (~5.26 hours),14858.9793642522s (~4.13 hours),19087.3793642522s (~5.3 hours),10216.953187424s (~2.84 hours),7555.77936425222s (~2.1 hours),6954.27936425222s (~1.93 hours),6954.27936425222s (~1.93 hours)
"235","Stockton - Fullerton Cove",7495,49.8865910607071,50.1000667111408,16.0373582388259,21.0406937958639,2.62841894596398,71.1775585696671,2.86683107274969,0.987324883255504,2.895263509006,3.88258839226151,16.6777851901268,741,629,640,759,830,1138,1351,930,397,73,5,0.623612823674476,0.0897040690505549,0.280186791194129,0.118745830553702,"4","4",1,0,0,0,0,111031232,11232,"Rest of NSW",19919.3612877264s (~5.53 hours),15848.8612877264s (~4.4 hours),20077.2612877264s (~5.58 hours),10297.0899798793s (~2.86 hours),8545.66128772636s (~2.37 hours),7944.16128772636s (~2.21 hours),7944.16128772636s (~2.21 hours)
"236","Wallsend - Elermore Vale",19628,48.0538006928877,51.9411045445282,18.1526390870185,23.2474016710821,3.73955573670267,69.5308760172331,3.3748204882719,0.769309150193601,4.51395964948033,5.28326879967394,22.8551049521092,2288,2157,2763,2467,2316,2342,2336,1687,998,266,0,0.68346098611776,0.0816179990426041,0.335235378031384,0.138271856531486,"3","4",1,0,0,0,0,111031233,11233,"Rest of NSW",18723.0103830696s (~5.2 hours),14652.5103830696s (~4.07 hours),18880.9103830696s (~5.24 hours),10459.6784300758s (~2.91 hours),7349.31038306964s (~2.04 hours),6747.81038306964s (~1.87 hours),6747.81038306964s (~1.87 hours)
"237","Waratah - North Lambton",12059,48.6524587445062,51.3475412554938,18.6250932913177,21.3118832407331,4.41993531801974,62.6888802789616,4.30065865943433,0.862426403516046,4.61895679575421,5.48138319927025,26.5942449622688,1391,1111,2350,1755,1376,1360,1030,769,639,266,9,0.664858581944983,0.132119333591631,0.409237913591508,0.168421925532797,"4","4",1,0,0,0,0,111031234,11234,"Rest of NSW",19023.9618854158s (~5.28 hours),14953.4618854158s (~4.15 hours),19181.8618854158s (~5.33 hours),10379.9037559075s (~2.88 hours),7650.2618854158s (~2.13 hours),7048.7618854158s (~1.96 hours),7048.7618854158s (~1.96 hours)
"238","Wickham - Carrington - Tighes Hill",8003,50.1561914282144,49.793827314757,17.8308134449581,21.7418468074472,3.78608021991753,60.726417559446,3.63208779723021,1.02461576908659,4.3858553042609,5.41047107334749,23.3912282893915,887,613,1558,1479,1058,1074,745,354,206,31,0,0.559446041285602,0.18865952443167,0.482818942896414,0.25627889541422,"5","6",1,0,0,0,0,111031235,11235,"Rest of NSW",19361.1653793447s (~5.38 hours),15290.6653793447s (~4.25 hours),19519.0653793447s (~5.42 hours),10501.8271957145s (~2.92 hours),7987.46537934471s (~2.22 hours),7385.96537934471s (~2.05 hours),7385.96537934471s (~2.05 hours)
"239","Ballina",17115,47.2275781478235,52.7724218521765,19.3748174116272,18.4224364592463,2.5708442886357,68.8936271025823,2.17957829898128,1.01665205959684,4.16593631317558,5.18258837277242,16.441717791411,1507,1553,1427,1557,1923,2379,2789,2058,1490,418,9,0.690950011845534,0.112058753849799,0.310254163014899,0.123517382413088,"3","3",0,1,0,0,0,112011236,11236,"Rest of NSW",43705.3544998542s (~12.14 hours),41752.1660484106s (~11.6 hours),45980.5660484106s (~12.77 hours),17968.3660484106s (~4.99 hours),34448.9660484106s (~9.57 hours),33847.4660484106s (~9.4 hours),17968.3660484106s (~4.99 hours)
"240","Ballina Region",16835,49.022869022869,50.965250965251,18.033858033858,22.4116424116424,2.55420255420255,73.9770635707207,2.32195950729152,0.908820908820909,3.17196317196317,4.08078408078408,22.6254826254826,2023,2181,1197,1613,2262,2534,2476,1593,763,195,0,0.656661475293784,0.0713577799801784,0.345530145530146,0.158954558954559,"6","6",0,1,0,0,0,112011237,11237,"Rest of NSW",43156.0736704498s (~11.99 hours),41787.6377562541s (~11.61 hours),46016.0377562541s (~12.78 hours),18003.8377562541s (~5 hours),34484.4377562541s (~9.58 hours),33882.9377562541s (~9.41 hours),18003.8377562541s (~5 hours)
"241","Bangalow",5670,48.9065255731922,51.1287477954145,29.6649029982363,23.3862433862434,2.32804232804233,62.4895572263993,3.09106098579783,1.09347442680776,3.01587301587302,4.10934744268078,21.6225749559083,666,680,401,601,958,984,853,330,136,56,0,0.555973266499582,0.135338345864662,0.438095238095238,0.219047619047619,"8","8",0,1,0,0,0,112011238,11238,"Rest of NSW",43776.1820236624s (~12.16 hours),42658.5522337983s (~11.85 hours),46886.9522337983s (~13.02 hours),18874.7522337983s (~5.24 hours),35355.3522337983s (~9.82 hours),34753.8522337983s (~9.65 hours),18874.7522337983s (~5.24 hours)
"242","Brunswick Heads - Ocean Shores",8212,47.1870433511934,52.8494885533366,26.9970774476376,22.4062347783731,3.62883584997565,60.6121424987456,3.73808329152032,1.09595713589868,5.19970774476376,6.29566488066244,20.859717486605,887,988,619,925,1250,1349,1260,605,276,58,0,0.64626191670848,0.15253386853989,0.398684851436922,0.17486604968339,"4","4",0,1,0,0,0,112011239,11239,"Rest of NSW",44731.2219628453s (~12.43 hours),43143.5219628453s (~11.98 hours),47371.9219628453s (~13.16 hours),19359.7219628453s (~5.38 hours),35840.3219628453s (~9.96 hours),35238.8219628453s (~9.79 hours),19359.7219628453s (~5.38 hours)
"243","Byron Bay",9503,48.2163527307166,51.8257392402399,35.9360202041461,18.9834789013996,2.78859307587078,51.7233809001098,3.57848518111965,0.662948542565506,3.23055877091445,3.89350731347995,17.5733978743555,903,871,1270,1422,1319,1477,1327,560,253,94,6,0.492206366630077,0.21185510428101,0.461012311901505,0.221719457013575,"6","7",0,1,0,0,0,112011240,11240,"Rest of NSW",44513.9795995785s (~12.36 hours),42866.0681348788s (~11.91 hours),47094.4681348788s (~13.08 hours),19082.2681348788s (~5.3 hours),35562.8681348788s (~9.88 hours),34961.3681348788s (~9.71 hours),19082.2681348788s (~5.3 hours)
"244","Evans Head",5219,50.6610461774286,49.4155968576356,16.7848246790573,19.4290093887718,2.91243533243916,58.9936162223057,2.85392414570034,1.18796704349492,3.64054416554896,4.82851120904388,18.8158651082583,561,578,372,493,615,820,862,588,278,40,0,0.643259481787458,0.0401802478407811,0.248898256370952,0.0848821613335888,"2","2",0,1,0,0,0,112011241,11241,"Rest of NSW",42143.1092889908s (~11.71 hours),40059.6133409786s (~11.13 hours),44288.0133409786s (~12.3 hours),16275.8133409786s (~4.52 hours),32756.4133409786s (~9.1 hours),32154.9133409786s (~8.93 hours),16275.8133409786s (~4.52 hours)
"245","Lennox Head - Skennars Head",7741,48.3787624337941,51.6341557938251,18.473065495414,25.7589458726263,2.66115488954915,72.5155279503106,2.26708074534162,0.684666063816044,3.19080222193515,3.87546828575119,24.8675881669035,980,1045,552,883,1174,1259,1073,535,211,37,0,0.566149068322981,0.154658385093168,0.432631442966025,0.225939801059295,"8","8",0,1,0,0,0,112011242,11242,"Rest of NSW",44168.9014380101s (~12.27 hours),42279.5855033035s (~11.74 hours),46507.9855033035s (~12.92 hours),18495.7855033035s (~5.14 hours),34976.3855033035s (~9.72 hours),34374.8855033035s (~9.55 hours),18495.7855033035s (~5.14 hours)
"246","Mullumbimby",7994,48.386289717288,51.588691518639,32.9747310482862,22.9296972729547,3.18989241931449,53.1784188034188,4.43376068376068,1.12584438328747,4.4283212409307,5.55416562421816,20.565424068051,923,932,549,779,1222,1394,1374,511,252,64,0,0.638354700854701,0.113247863247863,0.388916687515637,0.176507380535402,"4","4",0,1,0,0,0,112011243,11243,"Rest of NSW",45036.9858235147s (~12.51 hours),43548.4778515919s (~12.1 hours),47776.8778515919s (~13.27 hours),19764.6778515919s (~5.49 hours),36245.2778515919s (~10.07 hours),35643.7778515919s (~9.9 hours),19764.6778515919s (~5.49 hours)
"247","Casino",12231,48.4833619491456,51.5411658899518,12.9506990434143,20.4316899681138,3.31943422451149,69.3776250477281,3.58915616647575,0.989289510260813,4.71752105306189,5.7068105633227,22.0832311340038,1688,1630,1308,1147,1406,1448,1580,1203,688,133,3,0.762122947689958,0.00171821305841924,0.199656610252637,0.0505273485405936,"1","1",0,1,0,0,0,112021244,11244,"Rest of NSW",40250.3816411683s (~11.18 hours),40982.4487032643s (~11.38 hours),45210.8487032643s (~12.56 hours),17198.6487032643s (~4.78 hours),33679.2487032643s (~9.36 hours),33077.7487032643s (~9.19 hours),17198.6487032643s (~4.78 hours)
"248","Casino Region",6972,51.4916810097533,48.4939759036145,18.1153184165232,19.2053930005737,2.75387263339071,67.8326474622771,4.01234567901235,1.14744693057946,3.01204819277108,4.15949512335055,19.750430292599,801,952,550,597,849,1250,1106,606,221,45,0,0.699588477366255,0.00548696844993141,0.218014916810098,0.0639701663798049,"2","2",0,0.721536351165981,0.27880658436214,0,0,112021245,11245,"Rest of NSW",40852.9944189383s (~11.35 hours),41691.8788952654s (~11.58 hours),45920.2788952654s (~12.76 hours),17908.1333428981s (~4.97 hours),34388.6788952654s (~9.55 hours),33787.1788952654s (~9.39 hours),17908.1333428981s (~4.97 hours)
"249","Goonellabah",13122,46.6087486663618,53.4750800182899,15.6607224508459,22.046944063405,3.04069501600366,74.4993797625377,2.30373914584441,1.02118579484835,4.74775186709343,5.76893766194178,24.2036274958086,1630,1653,1558,1558,1485,1675,1604,1107,686,170,5,0.71398192450824,0.0411128832181464,0.312909617436366,0.125514403292181,"3","3",0,1,0,0,0,112021246,11246,"Rest of NSW",42121.2644550844s (~11.7 hours),41589.5244338045s (~11.55 hours),45817.9244338045s (~12.73 hours),17805.7244338045s (~4.95 hours),34286.3244338045s (~9.52 hours),33684.8244338045s (~9.36 hours),17805.7244338045s (~4.95 hours)
